path,class,bbox
images/train/2_72.jpg,1,75.0 80.0 375.0 277.0
images/train/2_73.jpg,1,41.0 31.0 384.0 260.0
images/train/2_74.jpg,1,45.0 31.0 268.0 306.0
images/train/2_75.jpg,1,38.0 91.0 316.0 193.0
images/train/2_77.jpg,1,15.0 25.0 409.0 274.0
images/train/2_78.jpg,1,193.0 46.0 202.0 195.0
images/train/2_80.jpg,1,71.0 50.0 312.0 236.0
images/train/2_81.jpg,1,67.0 25.0 358.0 248.0
images/train/2_84.jpg,1,41.0 89.0 378.0 304.0
images/train/2_86.jpg,1,157.0 36.0 195.0 365.0
images/train/2_89.jpg,1,84.0 25.0 285.0 307.0
images/train/2_96.jpg,1,151.0 23.0 274.0 351.0
images/train/2_97.jpg,1,46.0 71.0 403.0 280.0
images/train/2_99.jpg,1,24.0 53.0 361.0 181.0
images/train/2_102.jpg,1,92.0 47.0 331.0 260.0
images/train/2_104.jpg,1,83.0 90.0 245.0 394.0
images/train/2_105.jpg,1,127.0 55.0 252.0 182.0
images/train/2_109.jpg,1,43.0 62.0 286.0 432.0
images/train/2_110.jpg,1,148.0 115.0 149.0 193.0
images/train/2_111.jpg,1,136.0 66.0 171.0 243.0
images/train/2_113.jpg,1,31.0 52.0 377.0 172.0
images/train/2_115.jpg,1,183.0 80.0 237.0 200.0
images/train/2_116.jpg,1,128.0 109.0 221.0 198.0
images/train/2_117.jpg,1,165.0 48.0 166.0 268.0
images/train/2_120.jpg,1,77.0 93.0 163.0 178.0
images/train/3_121.jpg,2,196.0 96.0 222.0 147.0
images/train/3_122.jpg,2,102.0 128.0 396.0 148.0
images/train/3_123.jpg,2,105.0 133.0 168.0 283.0
images/train/3_124.jpg,2,169.0 41.0 180.0 249.0
images/train/3_125.jpg,2,1.0 134.0 316.0 345.0
images/train/3_127.jpg,2,92.0 117.0 327.0 121.0
images/train/3_128.jpg,2,55.0 49.0 176.0 150.0
images/train/3_131.jpg,2,114.0 30.0 205.0 281.0
images/train/3_136.jpg,2,121.0 74.0 149.0 134.0
images/train/3_137.jpg,2,134.0 96.0 123.0 289.0
images/train/3_138.jpg,2,165.0 34.0 288.0 296.0
images/train/3_140.jpg,2,6.0 1.0 493.0 497.0
images/train/3_141.jpg,2,89.0 168.0 160.0 245.0
images/train/3_142.jpg,2,9.0 67.0 312.0 252.0
images/train/3_143.jpg,2,1.0 14.0 250.0 248.0
images/train/3_145.jpg,2,191.0 51.0 233.0 253.0
images/train/3_148.jpg,2,105.0 77.0 267.0 159.0
images/train/3_151.jpg,2,14.0 39.0 455.0 167.0
images/train/3_152.jpg,2,165.0 55.0 128.0 219.0
images/train/3_153.jpg,2,37.0 35.0 142.0 141.0
images/train/3_158.jpg,2,22.0 13.0 325.0 428.0
images/train/3_159.jpg,2,0.0 0.0 400.0 378.0
images/train/3_160.jpg,2,139.0 33.0 337.0 319.0
images/train/3_164.jpg,2,0.0 74.0 443.0 200.0
images/train/3_166.jpg,2,22.0 98.0 449.0 192.0
images/train/3_168.jpg,2,96.0 58.0 246.0 351.0
images/train/3_172.jpg,2,37.0 18.0 222.0 290.0
images/train/3_174.jpg,2,236.0 36.0 123.0 115.0
images/train/3_176.jpg,2,20.0 18.0 314.0 367.0
images/train/3_177.jpg,2,19.0 9.0 183.0 405.0
images/train/4_181.jpg,3,140.0 76.0 141.0 297.0
images/train/4_182.jpg,3,62.0 108.0 308.0 310.0
images/train/4_184.jpg,3,61.0 41.0 230.0 414.0
images/train/4_187.jpg,3,115.0 62.0 323.0 286.0
images/train/4_188.jpg,3,71.0 43.0 320.0 245.0
images/train/4_189.jpg,3,200.0 149.0 111.0 117.0
images/train/4_194.jpg,3,61.0 52.0 377.0 290.0
images/train/4_195.jpg,3,205.0 140.0 182.0 173.0
images/train/4_196.jpg,3,228.0 28.0 187.0 281.0
images/train/4_197.jpg,3,166.0 86.0 207.0 214.0
images/train/4_202.jpg,3,92.0 94.0 213.0 295.0
images/train/4_203.jpg,3,102.0 56.0 117.0 176.0
images/train/4_204.jpg,3,247.0 135.0 106.0 171.0
images/train/4_206.jpg,3,24.0 58.0 432.0 238.0
images/train/4_209.jpg,3,147.0 142.0 148.0 208.0
images/train/4_213.jpg,3,115.0 59.0 329.0 255.0
images/train/4_215.jpg,3,22.0 103.0 233.0 314.0
images/train/4_216.jpg,3,34.0 138.0 287.0 158.0
images/train/4_218.jpg,3,110.0 67.0 389.0 233.0
images/train/4_220.jpg,3,110.0 75.0 128.0 256.0
images/train/4_221.jpg,3,290.0 97.0 145.0 142.0
images/train/4_222.jpg,3,45.0 43.0 270.0 342.0
images/train/4_224.jpg,3,160.0 65.0 156.0 234.0
images/train/4_225.jpg,3,89.0 34.0 228.0 339.0
images/train/4_227.jpg,3,123.0 49.0 306.0 200.0
images/train/4_228.jpg,3,110.0 52.0 219.0 368.0
images/train/4_230.jpg,3,188.0 151.0 197.0 115.0
images/train/4_232.jpg,3,116.0 37.0 144.0 453.0
images/train/4_235.jpg,3,156.0 25.0 198.0 349.0
images/train/4_238.jpg,3,183.0 98.0 114.0 217.0
images/train/5_241.jpg,4,101.0 64.0 165.0 404.0
images/train/5_242.jpg,4,52.0 51.0 278.0 448.0
images/train/5_243.jpg,4,22.0 45.0 225.0 373.0
images/train/5_245.jpg,4,25.0 39.0 247.0 460.0
images/train/5_247.jpg,4,39.0 59.0 175.0 212.0
images/train/5_248.jpg,4,32.0 43.0 138.0 128.0
images/train/5_249.jpg,4,130.0 59.0 176.0 400.0
images/train/5_250.jpg,4,31.0 9.0 139.0 255.0
images/train/5_253.jpg,4,113.0 15.0 217.0 312.0
images/train/5_254.jpg,4,5.0 25.0 308.0 459.0
images/train/5_256.jpg,4,10.0 69.0 220.0 299.0
images/train/5_257.jpg,4,34.0 141.0 251.0 331.0
images/train/5_258.jpg,4,114.0 75.0 143.0 338.0
images/train/5_261.jpg,4,30.0 132.0 176.0 234.0
images/train/5_262.jpg,4,98.0 57.0 122.0 286.0
images/train/5_263.jpg,4,60.0 54.0 226.0 264.0
images/train/5_264.jpg,4,252.0 54.0 111.0 211.0
images/train/5_266.jpg,4,58.0 50.0 128.0 191.0
images/train/5_267.jpg,4,209.0 22.0 196.0 128.0
images/train/5_268.jpg,4,317.0 96.0 129.0 269.0
images/train/5_269.jpg,4,52.0 63.0 295.0 424.0
images/train/5_270.jpg,4,60.0 66.0 263.0 396.0
images/train/5_272.jpg,4,0.0 0.0 500.0 375.0
images/train/5_273.jpg,4,189.0 235.0 105.0 143.0
images/train/5_274.jpg,4,78.0 73.0 108.0 120.0
images/train/5_275.jpg,4,130.0 145.0 146.0 117.0
images/train/5_276.jpg,4,177.0 146.0 186.0 173.0
images/train/5_278.jpg,4,38.0 17.0 388.0 359.0
images/train/5_280.jpg,4,177.0 27.0 177.0 387.0
images/train/5_281.jpg,4,10.0 157.0 183.0 274.0
images/train/6_283.jpg,5,82.0 22.0 387.0 362.0
images/train/6_284.jpg,5,90.0 125.0 180.0 313.0
images/train/6_285.jpg,5,205.0 94.0 193.0 212.0
images/train/6_287.jpg,5,59.0 34.0 281.0 450.0
images/train/6_288.jpg,5,89.0 52.0 136.0 174.0
images/train/6_289.jpg,5,99.0 102.0 195.0 209.0
images/train/6_290.jpg,5,96.0 61.0 190.0 205.0
images/train/6_291.jpg,5,92.0 90.0 126.0 202.0
images/train/6_293.jpg,5,28.0 133.0 167.0 278.0
images/train/6_294.jpg,5,5.0 4.0 131.0 149.0
images/train/6_295.jpg,5,157.0 50.0 186.0 292.0
images/train/6_296.jpg,5,54.0 118.0 195.0 297.0
images/train/6_297.jpg,5,57.0 90.0 300.0 313.0
images/train/6_299.jpg,5,81.0 107.0 192.0 329.0
images/train/6_301.jpg,5,74.0 89.0 104.0 152.0
images/train/6_302.jpg,5,95.0 111.0 227.0 310.0
images/train/6_303.jpg,5,62.0 65.0 146.0 240.0
images/train/6_305.jpg,5,120.0 37.0 205.0 262.0
images/train/6_306.jpg,5,24.0 21.0 241.0 417.0
images/train/6_307.jpg,5,75.0 58.0 268.0 222.0
images/train/6_310.jpg,5,14.0 8.0 179.0 207.0
images/train/6_313.jpg,5,80.0 82.0 151.0 162.0
images/train/6_316.jpg,5,1.0 106.0 192.0 296.0
images/train/6_317.jpg,5,95.0 69.0 161.0 130.0
images/train/6_318.jpg,5,17.0 25.0 178.0 237.0
images/train/6_319.jpg,5,175.0 217.0 157.0 179.0
images/train/6_320.jpg,5,122.0 70.0 228.0 261.0
images/train/6_321.jpg,5,85.0 87.0 147.0 232.0
images/train/6_322.jpg,5,134.0 74.0 132.0 162.0
images/train/6_323.jpg,5,21.0 10.0 389.0 461.0
images/train/7_324.jpg,6,71.0 77.0 268.0 344.0
images/train/7_326.jpg,6,56.0 89.0 189.0 373.0
images/train/7_327.jpg,6,13.0 42.0 349.0 312.0
images/train/7_328.jpg,6,106.0 92.0 197.0 288.0
images/train/7_331.jpg,6,117.0 45.0 106.0 188.0
images/train/7_332.jpg,6,40.0 22.0 113.0 151.0
images/train/7_333.jpg,6,66.0 87.0 205.0 278.0
images/train/7_334.jpg,6,68.0 133.0 276.0 301.0
images/train/7_335.jpg,6,138.0 73.0 291.0 312.0
images/train/7_336.jpg,6,145.0 94.0 124.0 163.0
images/train/7_338.jpg,6,162.0 11.0 174.0 364.0
images/train/7_339.jpg,6,120.0 172.0 183.0 278.0
images/train/7_341.jpg,6,185.0 6.0 158.0 317.0
images/train/7_342.jpg,6,105.0 96.0 247.0 318.0
images/train/7_345.jpg,6,50.0 164.0 189.0 279.0
images/train/7_347.jpg,6,48.0 107.0 213.0 319.0
images/train/7_349.jpg,6,123.0 32.0 364.0 276.0
images/train/7_353.jpg,6,169.0 89.0 229.0 240.0
images/train/7_355.jpg,6,60.0 49.0 176.0 142.0
images/train/7_358.jpg,6,90.0 100.0 225.0 314.0
images/train/7_359.jpg,6,65.0 47.0 191.0 116.0
images/train/7_361.jpg,6,114.0 92.0 229.0 326.0
images/train/7_362.jpg,6,78.0 61.0 411.0 279.0
images/train/7_364.jpg,6,81.0 62.0 189.0 412.0
images/train/7_366.jpg,6,90.0 57.0 224.0 417.0
images/train/7_367.jpg,6,9.0 40.0 109.0 129.0
images/train/7_368.jpg,6,0.0 22.0 197.0 261.0
images/train/7_374.jpg,6,86.0 90.0 168.0 355.0
images/train/7_375.jpg,6,73.0 67.0 177.0 401.0
images/train/7_376.jpg,6,178.0 129.0 135.0 155.0
images/train/8_377.jpg,7,28.0 72.0 438.0 167.0
images/train/8_378.jpg,7,172.0 148.0 217.0 135.0
images/train/8_379.jpg,7,0.0 10.0 495.0 312.0
images/train/8_380.jpg,7,0.0 6.0 360.0 386.0
images/train/8_385.jpg,7,160.0 87.0 115.0 103.0
images/train/8_388.jpg,7,69.0 60.0 356.0 252.0
images/train/8_390.jpg,7,54.0 99.0 297.0 116.0
images/train/8_392.jpg,7,46.0 38.0 299.0 157.0
images/train/8_393.jpg,7,52.0 75.0 171.0 177.0
images/train/8_395.jpg,7,87.0 7.0 366.0 261.0
images/train/8_396.jpg,7,105.0 54.0 304.0 166.0
images/train/8_397.jpg,7,48.0 61.0 369.0 283.0
images/train/8_398.jpg,7,77.0 77.0 233.0 110.0
images/train/8_399.jpg,7,127.0 92.0 174.0 153.0
images/train/8_400.jpg,7,25.0 43.0 251.0 165.0
images/train/8_401.jpg,7,23.0 47.0 329.0 174.0
images/train/8_402.jpg,7,88.0 37.0 231.0 191.0
images/train/8_403.jpg,7,8.0 18.0 289.0 260.0
images/train/8_404.jpg,7,96.0 79.0 313.0 112.0
images/train/8_406.jpg,7,71.0 84.0 410.0 326.0
images/train/8_409.jpg,7,56.0 71.0 146.0 175.0
images/train/8_411.jpg,7,20.0 20.0 132.0 105.0
images/train/8_413.jpg,7,40.0 31.0 155.0 109.0
images/train/8_414.jpg,7,13.0 107.0 330.0 146.0
images/train/8_415.jpg,7,59.0 15.0 266.0 175.0
images/train/8_416.jpg,7,31.0 119.0 248.0 166.0
images/train/8_417.jpg,7,145.0 103.0 222.0 189.0
images/train/8_418.jpg,7,161.0 82.0 165.0 149.0
images/train/8_421.jpg,7,54.0 75.0 304.0 229.0
images/train/8_423.jpg,7,4.0 29.0 495.0 470.0
images/train/9_426.jpg,8,7.0 122.0 296.0 364.0
images/train/9_427.jpg,8,90.0 77.0 192.0 313.0
images/train/9_428.jpg,8,77.0 41.0 245.0 285.0
images/train/9_429.jpg,8,90.0 119.0 181.0 310.0
images/train/9_431.jpg,8,76.0 77.0 293.0 275.0
images/train/9_432.jpg,8,73.0 72.0 410.0 192.0
images/train/9_433.jpg,8,117.0 48.0 324.0 205.0
images/train/9_436.jpg,8,192.0 181.0 296.0 171.0
images/train/9_437.jpg,8,42.0 37.0 341.0 221.0
images/train/9_441.jpg,8,153.0 77.0 257.0 251.0
images/train/9_444.jpg,8,50.0 42.0 222.0 319.0
images/train/9_446.jpg,8,271.0 32.0 124.0 453.0
images/train/9_452.jpg,8,128.0 38.0 251.0 270.0
images/train/9_456.jpg,8,202.0 143.0 140.0 153.0
images/train/9_460.jpg,8,144.0 88.0 264.0 189.0
images/train/9_461.jpg,8,16.0 80.0 417.0 254.0
images/train/9_464.jpg,8,140.0 53.0 191.0 261.0
images/train/9_465.jpg,8,48.0 86.0 126.0 104.0
images/train/9_466.jpg,8,134.0 126.0 207.0 270.0
images/train/9_467.jpg,8,242.0 71.0 207.0 174.0
images/train/9_469.jpg,8,117.0 86.0 368.0 197.0
images/train/9_470.jpg,8,147.0 29.0 293.0 280.0
images/train/9_471.jpg,8,54.0 33.0 232.0 322.0
images/train/9_474.jpg,8,3.0 43.0 384.0 384.0
images/train/9_476.jpg,8,62.0 33.0 437.0 341.0
images/train/9_477.jpg,8,58.0 48.0 291.0 395.0
images/train/9_478.jpg,8,65.0 224.0 323.0 238.0
images/train/9_479.jpg,8,214.0 42.0 222.0 290.0
images/train/9_481.jpg,8,21.0 43.0 405.0 328.0
images/train/9_482.jpg,8,82.0 52.0 326.0 376.0
images/train/10_484.jpg,9,187.0 129.0 131.0 226.0
images/train/10_485.jpg,9,130.0 124.0 351.0 205.0
images/train/10_486.jpg,9,138.0 137.0 126.0 260.0
images/train/10_489.jpg,9,75.0 74.0 255.0 190.0
images/train/10_490.jpg,9,208.0 180.0 100.0 108.0
images/train/10_491.jpg,9,147.0 39.0 137.0 277.0
images/train/10_495.jpg,9,88.0 101.0 234.0 182.0
images/train/10_496.jpg,9,112.0 143.0 218.0 219.0
images/train/10_497.jpg,9,77.0 95.0 155.0 222.0
images/train/10_500.jpg,9,121.0 103.0 354.0 191.0
images/train/10_502.jpg,9,15.0 90.0 366.0 204.0
images/train/10_504.jpg,9,82.0 60.0 282.0 211.0
images/train/10_505.jpg,9,52.0 142.0 251.0 202.0
images/train/10_507.jpg,9,149.0 137.0 210.0 201.0
images/train/10_511.jpg,9,116.0 81.0 256.0 193.0
images/train/10_515.jpg,9,108.0 39.0 124.0 173.0
images/train/10_518.jpg,9,36.0 97.0 296.0 328.0
images/train/10_520.jpg,9,156.0 45.0 168.0 251.0
images/train/10_523.jpg,9,63.0 106.0 242.0 307.0
images/train/10_524.jpg,9,108.0 54.0 349.0 280.0
images/train/10_527.jpg,9,237.0 137.0 196.0 223.0
images/train/10_529.jpg,9,104.0 78.0 267.0 268.0
images/train/10_530.jpg,9,29.0 98.0 398.0 221.0
images/train/10_531.jpg,9,94.0 115.0 253.0 122.0
images/train/10_533.jpg,9,228.0 137.0 194.0 225.0
images/train/10_535.jpg,9,103.0 83.0 185.0 409.0
images/train/10_537.jpg,9,50.0 146.0 152.0 102.0
images/train/10_539.jpg,9,170.0 97.0 191.0 224.0
images/train/10_541.jpg,9,17.0 24.0 457.0 450.0
images/train/10_542.jpg,9,145.0 88.0 304.0 195.0
images/train/11_544.jpg,10,139.0 91.0 174.0 326.0
images/train/11_545.jpg,10,113.0 79.0 327.0 173.0
images/train/11_547.jpg,10,63.0 90.0 344.0 311.0
images/train/11_549.jpg,10,10.0 10.0 465.0 313.0
images/train/11_552.jpg,10,73.0 11.0 404.0 274.0
images/train/11_554.jpg,10,6.0 8.0 465.0 402.0
images/train/11_555.jpg,10,121.0 72.0 297.0 235.0
images/train/11_557.jpg,10,72.0 71.0 418.0 415.0
images/train/11_559.jpg,10,85.0 115.0 282.0 146.0
images/train/11_561.jpg,10,113.0 99.0 326.0 267.0
images/train/11_562.jpg,10,95.0 64.0 270.0 238.0
images/train/11_564.jpg,10,88.0 37.0 227.0 114.0
images/train/11_566.jpg,10,174.0 25.0 274.0 302.0
images/train/11_568.jpg,10,56.0 50.0 400.0 155.0
images/train/11_570.jpg,10,2.0 46.0 436.0 327.0
images/train/11_574.jpg,10,58.0 94.0 307.0 212.0
images/train/11_575.jpg,10,29.0 42.0 325.0 218.0
images/train/11_576.jpg,10,188.0 92.0 120.0 218.0
images/train/11_577.jpg,10,88.0 39.0 305.0 279.0
images/train/11_581.jpg,10,93.0 83.0 379.0 318.0
images/train/11_587.jpg,10,32.0 110.0 249.0 265.0
images/train/11_588.jpg,10,161.0 65.0 237.0 281.0
images/train/11_591.jpg,10,177.0 175.0 158.0 166.0
images/train/11_593.jpg,10,210.0 120.0 156.0 149.0
images/train/11_595.jpg,10,87.0 68.0 195.0 156.0
images/train/11_596.jpg,10,195.0 92.0 207.0 138.0
images/train/11_598.jpg,10,127.0 142.0 366.0 182.0
images/train/11_599.jpg,10,84.0 26.0 238.0 148.0
images/train/11_600.jpg,10,152.0 136.0 287.0 200.0
images/train/11_601.jpg,10,118.0 117.0 179.0 196.0
images/train/12_605.jpg,11,66.0 95.0 327.0 224.0
images/train/12_606.jpg,11,120.0 202.0 152.0 250.0
images/train/12_607.jpg,11,115.0 102.0 285.0 315.0
images/train/12_611.jpg,11,127.0 93.0 145.0 291.0
images/train/12_612.jpg,11,71.0 96.0 191.0 162.0
images/train/12_613.jpg,11,53.0 42.0 371.0 166.0
images/train/12_614.jpg,11,22.0 28.0 458.0 291.0
images/train/12_617.jpg,11,37.0 110.0 269.0 334.0
images/train/12_619.jpg,11,18.0 84.0 271.0 316.0
images/train/12_620.jpg,11,100.0 117.0 210.0 122.0
images/train/12_621.jpg,11,171.0 117.0 109.0 163.0
images/train/12_625.jpg,11,166.0 163.0 170.0 311.0
images/train/12_626.jpg,11,129.0 140.0 204.0 188.0
images/train/12_628.jpg,11,135.0 110.0 163.0 135.0
images/train/12_629.jpg,11,210.0 150.0 158.0 135.0
images/train/12_630.jpg,11,54.0 97.0 281.0 182.0
images/train/12_631.jpg,11,140.0 83.0 164.0 205.0
images/train/12_633.jpg,11,148.0 104.0 139.0 369.0
images/train/12_635.jpg,11,190.0 80.0 188.0 219.0
images/train/12_636.jpg,11,136.0 84.0 140.0 255.0
images/train/12_639.jpg,11,196.0 94.0 160.0 201.0
images/train/12_641.jpg,11,111.0 120.0 179.0 157.0
images/train/12_642.jpg,11,104.0 107.0 184.0 285.0
images/train/12_645.jpg,11,183.0 69.0 141.0 332.0
images/train/12_647.jpg,11,72.0 104.0 285.0 350.0
images/train/12_648.jpg,11,117.0 88.0 195.0 213.0
images/train/12_652.jpg,11,165.0 153.0 309.0 235.0
images/train/12_653.jpg,11,124.0 89.0 157.0 216.0
images/train/12_655.jpg,11,109.0 110.0 292.0 315.0
images/train/12_657.jpg,11,152.0 56.0 259.0 301.0
images/train/13_660.jpg,12,104.0 61.0 324.0 194.0
images/train/13_662.jpg,12,207.0 94.0 156.0 171.0
images/train/13_663.jpg,12,88.0 77.0 263.0 270.0
images/train/13_666.jpg,12,96.0 119.0 156.0 163.0
images/train/13_667.jpg,12,69.0 113.0 311.0 157.0
images/train/13_668.jpg,12,145.0 63.0 258.0 256.0
images/train/13_669.jpg,12,192.0 70.0 190.0 211.0
images/train/13_670.jpg,12,83.0 29.0 270.0 332.0
images/train/13_671.jpg,12,94.0 41.0 180.0 289.0
images/train/13_672.jpg,12,99.0 125.0 194.0 291.0
images/train/13_677.jpg,12,171.0 127.0 144.0 212.0
images/train/13_678.jpg,12,5.0 71.0 235.0 258.0
images/train/13_680.jpg,12,76.0 115.0 217.0 307.0
images/train/13_682.jpg,12,178.0 80.0 182.0 131.0
images/train/13_685.jpg,12,239.0 111.0 154.0 107.0
images/train/13_690.jpg,12,8.0 36.0 369.0 421.0
images/train/13_691.jpg,12,165.0 117.0 181.0 203.0
images/train/13_693.jpg,12,96.0 121.0 206.0 227.0
images/train/13_694.jpg,12,83.0 28.0 226.0 286.0
images/train/13_699.jpg,12,19.0 47.0 264.0 206.0
images/train/13_701.jpg,12,117.0 95.0 149.0 186.0
images/train/13_702.jpg,12,84.0 68.0 370.0 232.0
images/train/13_706.jpg,12,92.0 91.0 220.0 364.0
images/train/13_710.jpg,12,37.0 71.0 197.0 210.0
images/train/13_712.jpg,12,289.0 126.0 123.0 147.0
images/train/13_713.jpg,12,93.0 76.0 194.0 196.0
images/train/13_715.jpg,12,123.0 85.0 348.0 242.0
images/train/13_716.jpg,12,90.0 59.0 228.0 273.0
images/train/13_717.jpg,12,66.0 38.0 208.0 222.0
images/train/13_719.jpg,12,15.0 95.0 304.0 321.0
images/train/14_720.jpg,13,90.0 57.0 187.0 315.0
images/train/14_722.jpg,13,45.0 65.0 238.0 294.0
images/train/14_725.jpg,13,38.0 90.0 201.0 259.0
images/train/14_727.jpg,13,278.0 159.0 214.0 126.0
images/train/14_729.jpg,13,105.0 24.0 338.0 295.0
images/train/14_730.jpg,13,129.0 22.0 236.0 291.0
images/train/14_732.jpg,13,36.0 112.0 356.0 173.0
images/train/14_733.jpg,13,49.0 79.0 392.0 254.0
images/train/14_734.jpg,13,114.0 82.0 169.0 152.0
images/train/14_735.jpg,13,86.0 141.0 172.0 178.0
images/train/14_736.jpg,13,0.0 46.0 488.0 302.0
images/train/14_740.jpg,13,194.0 214.0 118.0 223.0
images/train/14_741.jpg,13,71.0 120.0 312.0 289.0
images/train/14_744.jpg,13,18.0 18.0 481.0 309.0
images/train/14_746.jpg,13,82.0 223.0 117.0 110.0
images/train/14_747.jpg,13,102.0 128.0 190.0 196.0
images/train/14_748.jpg,13,41.0 87.0 184.0 412.0
images/train/14_751.jpg,13,301.0 64.0 175.0 166.0
images/train/14_754.jpg,13,187.0 108.0 148.0 210.0
images/train/14_755.jpg,13,218.0 273.0 189.0 101.0
images/train/14_756.jpg,13,153.0 95.0 188.0 168.0
images/train/14_758.jpg,13,118.0 131.0 196.0 155.0
images/train/14_760.jpg,13,54.0 118.0 227.0 291.0
images/train/14_762.jpg,13,119.0 78.0 144.0 137.0
images/train/14_768.jpg,13,274.0 25.0 204.0 208.0
images/train/14_769.jpg,13,120.0 150.0 127.0 168.0
images/train/14_770.jpg,13,142.0 90.0 215.0 196.0
images/train/14_775.jpg,13,7.0 105.0 431.0 288.0
images/train/14_776.jpg,13,102.0 145.0 183.0 140.0
images/train/14_778.jpg,13,88.0 72.0 346.0 256.0
images/train/15_780.jpg,14,51.0 77.0 312.0 226.0
images/train/15_781.jpg,14,199.0 95.0 194.0 231.0
images/train/15_782.jpg,14,61.0 68.0 178.0 192.0
images/train/15_784.jpg,14,29.0 47.0 229.0 177.0
images/train/15_788.jpg,14,27.0 58.0 222.0 243.0
images/train/15_789.jpg,14,216.0 159.0 147.0 266.0
images/train/15_790.jpg,14,71.0 89.0 282.0 148.0
images/train/15_791.jpg,14,69.0 87.0 300.0 179.0
images/train/15_792.jpg,14,215.0 51.0 108.0 268.0
images/train/15_793.jpg,14,138.0 100.0 267.0 369.0
images/train/15_794.jpg,14,76.0 153.0 190.0 305.0
images/train/15_798.jpg,14,180.0 120.0 158.0 251.0
images/train/15_801.jpg,14,265.0 93.0 197.0 164.0
images/train/15_806.jpg,14,213.0 94.0 189.0 253.0
images/train/15_807.jpg,14,122.0 96.0 131.0 199.0
images/train/15_810.jpg,14,213.0 117.0 106.0 167.0
images/train/15_812.jpg,14,88.0 135.0 169.0 257.0
images/train/15_813.jpg,14,118.0 126.0 224.0 281.0
images/train/15_814.jpg,14,115.0 170.0 108.0 222.0
images/train/15_816.jpg,14,99.0 176.0 152.0 224.0
images/train/15_818.jpg,14,106.0 178.0 132.0 186.0
images/train/15_819.jpg,14,164.0 120.0 234.0 212.0
images/train/15_822.jpg,14,52.0 72.0 218.0 322.0
images/train/15_823.jpg,14,173.0 90.0 195.0 281.0
images/train/15_828.jpg,14,116.0 153.0 218.0 162.0
images/train/15_829.jpg,14,211.0 125.0 227.0 146.0
images/train/15_833.jpg,14,156.0 116.0 158.0 208.0
images/train/15_834.jpg,14,125.0 98.0 209.0 156.0
images/train/15_835.jpg,14,172.0 52.0 184.0 213.0
images/train/15_836.jpg,14,111.0 16.0 249.0 302.0
images/train/16_841.jpg,15,14.0 179.0 193.0 154.0
images/train/16_843.jpg,15,32.0 97.0 207.0 343.0
images/train/16_845.jpg,15,95.0 100.0 251.0 213.0
images/train/16_853.jpg,15,178.0 79.0 262.0 202.0
images/train/16_855.jpg,15,123.0 190.0 265.0 250.0
images/train/16_856.jpg,15,47.0 64.0 399.0 384.0
images/train/16_857.jpg,15,180.0 93.0 262.0 143.0
images/train/16_859.jpg,15,104.0 40.0 289.0 346.0
images/train/16_860.jpg,15,28.0 67.0 372.0 225.0
images/train/16_861.jpg,15,136.0 66.0 349.0 161.0
images/train/16_862.jpg,15,30.0 87.0 278.0 143.0
images/train/16_863.jpg,15,43.0 52.0 258.0 340.0
images/train/16_864.jpg,15,55.0 70.0 334.0 423.0
images/train/16_865.jpg,15,183.0 124.0 162.0 106.0
images/train/16_867.jpg,15,228.0 116.0 143.0 177.0
images/train/16_870.jpg,15,197.0 71.0 119.0 142.0
